HRG_Code,HRG_Desc,HRG_Version,HRG_Type,Exc_All_Settings,HRG_Chapter_Code,HRG_Chapter_Desc,HRG_SubChapter_Code,HRG_SubChapter_Desc
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB12Z,Intermediate Open Bladder Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB14Z,Intermediate Endoscopic Bladder Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB15D,"Minor Bladder Procedures, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB15E,"Minor Bladder Procedures, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16F,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB17Z,Introduction of Therapeutic Substance into Bladder,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB18Z,Attention to Suprapubic Bladder Catheter,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB19C,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB19D,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB20C,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB20D,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB21A,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB22Z,"Major Laparoscopic, Prostate or Bladder Neck Procedures (Male)",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB25D,Transurethral Prostate Resection Procedures with CC Score 6+,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB25E,Transurethral Prostate Resection Procedures with CC Score 3-5,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB28C,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB28D,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB29A,"Major Open Urethra Procedures, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB29D,"Major Open Urethra Procedures, 1 year and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB33Z,Vasectomy Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB36Z,Extracorporeal Lithotripsy,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB38C,"Unspecified Haematuria with Interventions, with CC Score 7+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB39C,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 3+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB42D,"Dynamic Studies of Urinary Tract, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB43Z,Treatment of Erectile Dysfunction,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB46Z,Live Donation of Kidney,4+,C,Y,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB47Z,Major Open Penis Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB48Z,Intermediate Open Penis Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB50Z,Implantation of Artificial Urinary Sphincter (Male and Female),4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB56A,"Minor Penis Procedures, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB56C,"Minor Penis Procedures, between 2 and 18 years",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB56D,"Minor Penis Procedures, 1 year and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB57C,Urethral Disorders with Interventions,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB57D,Urethral Disorders without Interventions,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB58C,Penile Disorders with Interventions,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB58D,Penile Disorders without Interventions,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB61C,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB62C,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB62D,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB63C,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB67C,Complex Open Bladder Procedures with CC Score 3+,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB67D,Complex Open Bladder Procedures with CC Score 0-2,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB69Z,"Major Robotic, Prostate or Bladder Neck Procedures (Male)",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB70C,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB70D,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB71Z,Complex Pelvic Clearance Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB73Z,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB74Z,Implantation of Penile Prosthesis,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB75A,Percutaneous Nephrolithotomy with CC Score 2+,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB75B,Percutaneous Nephrolithotomy with CC Score 0-1,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB76Z,Transrectal Ultrasound Guided Biopsy of Prostate,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB77Z,Transperineal Template Biopsy of Prostate,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB78Z,Minor Prostate or Bladder Neck Procedures (Male),4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB79Z,Insertion of Neurostimulator for Treatment of Urinary Incontinence,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB80Z,Insertion of Neurostimulator Electrodes for Treatment of Urinary Incontinence,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LB81Z,Complex Open Urethra Procedures,4+,C,N,L,Urinary Tract and Male Reproductive System,LB,Urological and Male Reproductive System Procedures and Disorders
LD01A,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD01B,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD02A,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD02B,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD03A,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD03B,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD04A,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD04B,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD05A,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD05B,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD06A,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD06B,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD07A,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD07B,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD08A,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
