OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
S248,S248: Other specified local flap of skin and muscle,S24,S24: Local flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S249,S249: Unspecified local flap of skin and muscle,S24,S24: Local flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S251,S251: Local fasciocutaneous subcutaneous pedicle flap to head or neck,S25,S25: Local flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S252,S252: Local fasciocutaneous subcutaneous pedicle flap NEC,S25,S25: Local flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S253,S253: Local fasciocutaneous flap to head or neck NEC,S25,S25: Local flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S258,S258: Other specified local flap of skin and fascia,S25,S25: Local flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S259,S259: Unspecified local flap of skin and fascia,S25,S25: Local flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S261,S261: Axial pattern local subcutaneous pedicle flap of skin to head or neck,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S262,S262: Axial pattern local subcutaneous pedicle flap of skin NEC,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S263,S263: Random pattern local subcutaneous pedicle flap of skin to head or neck,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S264,S264: Random pattern local subcutaneous pedicle flap of skin NEC,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S265,S265: Local subcutaneous pedicle flap of skin to head or neck NEC,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S268,S268: Other specified local subcutaneous pedicle flap of skin,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S269,S269: Unspecified local subcutaneous pedicle flap of skin,S26,S26: Local subcutaneous pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S271,S271: Axial pattern local flap of skin to head or neck NEC,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S272,S272: Axial pattern local flap of skin NEC,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S273,S273: Random pattern local flap of skin to head or neck NEC,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S274,S274: Random pattern local flap of skin NEC,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S275,S275: Local flap of skin to head or neck NEC,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S278,S278: Other specified other local flap of skin,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S279,S279: Unspecified other local flap of skin,S27,S27: Other local flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S281,S281: Tongue flap,S28,S28: Flap of mucosa,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S288,S288: Other specified flap of mucosa,S28,S28: Flap of mucosa,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S289,S289: Unspecified flap of mucosa,S28,S28: Flap of mucosa,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S301,S301: Delay of flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S302,S302: Transfer of flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S303,S303: Revision of flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S304,S304: Final inset of flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S305,S305: Thinning of flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S306,S306: Removal of flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S308,S308: Other specified other operations on flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S309,S309: Unspecified other operations on flap of skin to head or neck,S30,S30: Other operations on flap of skin to head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S311,S311: Delay of flap of skin NEC,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S312,S312: Transfer of flap of skin NEC,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S313,S313: Revision of flap of skin NEC,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S314,S314: Final inset of flap of skin NEC,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S315,S315: Thinning of flap of skin NEC,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S316,S316: Removal of flap of skin NEC,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S318,S318: Other specified other operations on flap of skin to other site,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S319,S319: Unspecified other operations on flap of skin to other site,S31,S31: Other operations on flap of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S331,S331: Hair bearing punch graft to scalp for male pattern baldness,S33,S33: Hair bearing graft of skin to scalp,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S332,S332: Hair bearing strip graft to scalp for male pattern baldness,S33,S33: Hair bearing graft of skin to scalp,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S333,S333: Hair bearing graft to scalp for male pattern baldness NEC,S33,S33: Hair bearing graft of skin to scalp,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S338,S338: Other specified hair bearing graft of skin to scalp,S33,S33: Hair bearing graft of skin to scalp,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S339,S339: Unspecified hair bearing graft of skin to scalp,S33,S33: Hair bearing graft of skin to scalp,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S341,S341: Hair bearing graft to nasolabial area,S34,S34: Hair bearing graft of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S342,S342: Hair bearing graft to chin area,S34,S34: Hair bearing graft of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S348,S348: Other specified hair bearing graft of skin to other site,S34,S34: Hair bearing graft of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S349,S349: Unspecified hair bearing graft of skin to other site,S34,S34: Hair bearing graft of skin to other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S351,S351: Meshed split autograft of skin to head or neck,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S352,S352: Meshed split autograft of skin NEC,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S353,S353: Split autograft of skin to head or neck NEC,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S358,S358: Other specified split autograft of skin,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S359,S359: Unspecified split autograft of skin,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S361,S361: Full thickness autograft of skin to head or neck,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S362,S362: Full thickness autograft of skin NEC,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S363,S363: Composite autograft of skin to head or neck,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S364,S364: Composite autograft of skin NEC,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S365,S365: Pinch graft of skin to head or neck,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S366,S366: Pinch graft of skin NEC,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S368,S368: Other specified other autograft of skin,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S369,S369: Unspecified other autograft of skin,S36,S36: Other autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S371,S371: Allograft of skin to head or neck,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S372,S372: Allograft of skin NEC,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S373,S373: Xenograft of skin to head or neck,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S374,S374: Xenograft of skin NEC,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S378,S378: Other specified other graft of skin,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S379,S379: Unspecified other graft of skin,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S381,S381: Graft of mucosa to head or neck,S38,S38: Graft of mucosa,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S388,S388: Other specified graft of mucosa,S38,S38: Graft of mucosa,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S389,S389: Unspecified graft of mucosa,S38,S38: Graft of mucosa,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S391,S391: Allograft of amniotic membrane to head or neck,S39,S39: Graft of other tissue to skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S392,S392: Allograft of amniotic membrane NEC,S39,S39: Graft of other tissue to skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S398,S398: Other specified graft of other tissue to skin,S39,S39: Graft of other tissue to skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S399,S399: Unspecified graft of other tissue to skin,S39,S39: Graft of other tissue to skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S401,S401: Tape closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S402,S402: Tissue adhesive closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S403,S403: Tape closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S404,S404: Tissue adhesive closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S408,S408: Other specified other closure of skin,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S409,S409: Unspecified other closure of skin,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S411,S411: Primary suture of skin of head or neck NEC,S41,S41: Suture of skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S412,S412: Delayed primary suture of skin of head or neck,S41,S41: Suture of skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S413,S413: Secondary suture of skin of head or neck,S41,S41: Suture of skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S414,S414: Resuture of skin of head or neck,S41,S41: Suture of skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S418,S418: Other specified suture of skin of head or neck,S41,S41: Suture of skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S419,S419: Unspecified suture of skin of head or neck,S41,S41: Suture of skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S421,S421: Primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S422,S422: Delayed primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S423,S423: Secondary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S424,S424: Resuture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S428,S428: Other specified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S429,S429: Unspecified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S431,S431: Removal of clip from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S432,S432: Removal of clip from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S433,S433: Removal of suture from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S434,S434: Removal of suture from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S438,S438: Other specified removal of repair material from skin,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S439,S439: Unspecified removal of repair material from skin,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S441,S441: Removal of metal from skin of head or neck,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S442,S442: Removal of metal from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S443,S443: Removal of glass from skin of head or neck,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S444,S444: Removal of glass from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S445,S445: Removal of inorganic foreign body from skin of head or neck NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S446,S446: Removal of inorganic foreign body from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S448,S448: Other specified removal of other inorganic substance from skin,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S449,S449: Unspecified removal of other inorganic substance from skin,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S451,S451: Removal of dirt from skin of head or neck,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S452,S452: Removal of dirt from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S453,S453: Removal of organic material from skin of head or neck NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S454,S454: Removal of organic material from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S455,S455: Removal of foreign body from skin of head or neck NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S456,S456: Removal of foreign body from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S458,S458: Other specified removal of other substance from skin,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S459,S459: Unspecified removal of other substance from skin,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S471,S471: Drainage of lesion of skin of head or neck,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S472,S472: Drainage of lesion of skin NEC,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S473,S473: Incision of lesion of skin of head or neck,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S474,S474: Incision of lesion of skin NEC,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S475,S475: Incision of skin of head or neck,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S476,S476: Incision of skin NEC,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S478,S478: Other specified opening of skin,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S479,S479: Unspecified opening of skin,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S481,S481: Insertion of skin expander into subcutaneous tissue of head or neck,S48,S48: Insertion of skin expander into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S482,S482: Insertion of skin expander into subcutaneous tissue of breast,S48,S48: Insertion of skin expander into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S488,S488: Other specified insertion of skin expander into subcutaneous tissue,S48,S48: Insertion of skin expander into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S489,S489: Unspecified insertion of skin expander into subcutaneous tissue,S48,S48: Insertion of skin expander into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S491,S491: Adjustment to skin expander in subcutaneous tissue,S49,S49: Attention to skin expander in subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S492,S492: Removal of skin expander from subcutaneous tissue of head or neck,S49,S49: Attention to skin expander in subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S493,S493: Removal of skin expander from subcutaneous tissue of breast,S49,S49: Attention to skin expander in subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S494,S494: Removal of skin expander from subcutaneous tissue NEC,S49,S49: Attention to skin expander in subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S498,S498: Other specified attention to skin expander in subcutaneous tissue,S49,S49: Attention to skin expander in subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S499,S499: Unspecified attention to skin expander in subcutaneous tissue,S49,S49: Attention to skin expander in subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S501,S501: Insertion of organic inert substance into subcutaneous tissue,S50,S50: Introduction of other inert substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S502,S502: Injection of organic inert substance into subcutaneous tissue,S50,S50: Introduction of other inert substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S503,S503: Insertion of inert substance into subcutaneous tissue NEC,S50,S50: Introduction of other inert substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S504,S504: Injection of inert substance into subcutaneous tissue NEC,S50,S50: Introduction of other inert substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S508,S508: Other specified introduction of other inert substance into subcutaneous tissue,S50,S50: Introduction of other inert substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S509,S509: Unspecified introduction of other inert substance into subcutaneous tissue,S50,S50: Introduction of other inert substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S511,S511: Injection of sclerosing substance into subcutaneous tissue,S51,S51: Introduction of destructive substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S518,S518: Other specified introduction of destructive substance into subcutaneous tissue,S51,S51: Introduction of destructive substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S519,S519: Unspecified introduction of destructive substance into subcutaneous tissue,S51,S51: Introduction of destructive substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S521,S521: Insertion of steroid into subcutaneous tissue,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S522,S522: Injection of steroid into subcutaneous tissue,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,,Retired
S523,S523: Insertion of therapeutic substance into subcutaneous tissue NEC,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S524,S524: Injection of therapeutic substance into subcutaneous tissue nec,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,,Retired
S525,S525: Insertion of hormone into subcutaneous tissue,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S526,S526: Replacement of hormone in subcutaneous tissue,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S528,S528: Other specified introduction of therapeutic substance into subcutaneous tissue,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S529,S529: Unspecified introduction of therapeutic substance into subcutaneous tissue,S52,S52: Introduction of therapeutic substance into subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S531,S531: Insertion of therapeutic substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S532,S532: Injection of therapeutic substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S533,S533: Insertion of inert substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S534,S534: Injection of inert substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S535,S535: Insertion of diagnostic substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S536,S536: Injection of diagnostic substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S538,S538: Other specified introduction of substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S539,S539: Unspecified introduction of substance into skin,S53,S53: Introduction of substance into skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S541,S541: Debridement of burnt skin of head or neck,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S542,S542: Removal of slough from burnt skin of head or neck,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S543,S543: Toilet to burnt skin of head or neck NEC,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S544,S544: Dressing of burnt skin of head or neck NEC,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S545,S545: Attention to dressing of burnt skin of head or neck,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S546,S546: Cleansing and sterilisation of burnt skin of head or neck,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S547,S547: Dressing of burnt skin of head or neck using vacuum assisted closure device,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S548,S548: Other specified exploration of burnt skin of head or neck,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
